disease,cohort,model,residualized,n_rows,n_lines,n_drugs,n_pcs,spearman,spearman_lo,spearman_hi,pearson,rmse,r2,rank_k,rank_n_lines_scored,rank_topk_hit_rate@3,rank_kendall_tau,rank_spearman_per_line,rank_ndcg@3,n_features
UCEC,ctrp,drugmean,False,10043,25,470,24,0.11904789071799918,0.10285885980510466,0.13523692163089368,0.09429193547379447,0.9025445799904871,-0.030450130889405357,3.0,25.0,0.013333333333333332,0.10170318490623197,0.14938109524511256,0.5291341686828518,
UCEC,ctrp,enet_resid,True,10043,25,470,24,-0.06289557512791148,-0.16136490230423337,0.0355737520484104,-0.023832559210387315,0.9045260511852394,-0.004415995864418232,,,,,,,
UCEC,ctrp,enet_expr,False,10043,25,470,24,-0.09414072250405044,-0.15889475136655906,-0.029386693641541825,-0.08919911081490114,0.8947134423690883,-0.01265550349569935,,,,,,,
UCEC,both,mean,False,12736,27,660,26,-0.09784624860161886,-0.11755446489541568,-0.07813803230782204,-0.10455878781347616,0.8810949213387463,-0.006479954423456125,,,,,,,
UCEC,both,drugmean,False,12736,27,660,26,0.13567225593857019,0.12741269267386152,0.14393181920327885,0.11184462097029538,0.8914562927317942,-0.030297494340643327,3.0,27.0,0.0,0.11059145221792556,0.16169083929059913,0.4609667867187022,
UCEC,both,enet_resid,True,12736,27,660,26,-0.028495290146118853,-0.09602791525033466,0.03903733495809696,0.0074233860159059,0.8958150511312996,-0.009833119736358632,,,,,,,
UCEC,both,enet_expr,False,12736,27,660,26,-0.060519104122383094,-0.12826174951157587,0.007223541266809672,-0.03438731797390595,0.8879820799856342,-0.022314856356876956,,,,,,,
UCEC,both,enet_resid_genetics,True,12736,27,660,26,-0.01194365119089984,-0.05957459605315138,0.03568729367135169,-0.021282759048135612,0.8923793161220457,-0.002083994148406254,,,,,,,626.0
DLBC,gdsc,mean,False,6109,26,285,25,-0.10930386519430577,-0.12773006053588037,-0.09087766985273117,-0.10730190038418268,1.3887363970528357,-0.006660897385499931,,,,,,,
DLBC,gdsc,drugmean,False,6109,26,285,25,0.5109727723485495,0.5048340695397602,0.5171114751573389,0.434356862098881,1.2524952058082883,0.1811438669342927,3.0,26.0,0.01282051282051282,0.372135672359294,0.528901238056702,0.4368463539050889,
DLBC,gdsc,enet_resid,True,6109,26,285,25,0.029526011282712383,-0.024375221258101824,0.08342724382352659,0.01609011605565357,1.254346793337412,-0.0029549298881583973,,,,,,,
DLBC,gdsc,enet_expr,False,6109,26,285,25,-0.04134348848959429,-0.09702744113643803,0.014340464157249447,-0.036429780710584406,1.391195859381121,-0.010234114812561267,,,,,,,
DLBC,both,mean,False,6109,26,285,25,-0.10930386519430577,-0.12773006053588037,-0.09087766985273117,-0.10730190038418268,1.3887363970528357,-0.006660897385499931,,,,,,,
DLBC,both,drugmean,False,6109,26,285,25,0.5109727723485495,0.5048340695397602,0.5171114751573389,0.434356862098881,1.2524952058082883,0.1811438669342927,3.0,26.0,0.01282051282051282,0.372135672359294,0.528901238056702,0.4368463539050889,
DLBC,both,enet_resid,True,6109,26,285,25,0.029526011282712383,-0.024375221258101824,0.08342724382352659,0.01609011605565357,1.254346793337412,-0.0029549298881583973,,,,,,,
DLBC,both,enet_expr,False,6109,26,285,25,-0.04134348848959429,-0.09702744113643803,0.014340464157249447,-0.036429780710584406,1.391195859381121,-0.010234114812561267,,,,,,,
DLBC,both,enet_resid_genetics,True,6109,26,285,25,-0.020444568593341914,-0.09493530608506887,0.05404616889838504,-0.014088979202288215,1.2586252464692955,-0.009850054383634755,,,,,,,625.0
ESCA,gdsc,mean,False,5774,23,271,22,-0.1307515825747018,-0.18333694327211603,-0.07816622187728754,-0.13014189606567353,0.8179717981365954,-0.010286623043234178,,,,,,,
ESCA,gdsc,drugmean,False,5774,23,271,22,0.23859081600687718,0.2259292087378898,0.25125242327586456,0.2871063432864184,0.7852511750294278,0.06892122180266443,3.0,23.0,0.13043478260869568,0.18595765910733303,0.2686037416203183,0.5890558751757032,
ESCA,gdsc,enet_resid,True,5774,23,271,22,-0.10242180032932593,-0.21131533425038423,0.006471733591732351,-0.11395212600993068,0.801828250925152,-0.042792106337643875,,,,,,,
ESCA,gdsc,enet_expr,False,5774,23,271,22,-0.1811154209776519,-0.23599008586238882,-0.126240756092915,-0.14212999057253914,0.8338479680970228,-0.050002596178237456,,,,,,,
ESCA,ctrp,mean,False,9686,24,472,23,-0.13900497812466808,-0.17152161312191497,-0.1064883431274212,-0.13782840861368634,0.8504784639068248,-0.010981727031423505,,,,,,,
ESCA,ctrp,drugmean,False,9686,24,472,23,0.14997941193680858,0.13640239777989543,0.16355642609372173,0.15662444829406663,0.8483450981789618,-0.005934881807866432,3.0,24.0,0.05555555555555555,0.12956244656346513,0.1902281929231782,0.6537192358321895,
ESCA,ctrp,enet_resid,True,9686,24,472,23,0.1701875934203739,0.14548360003341343,0.19489158680733437,0.151198148373133,0.8393918549734479,0.02096990681833588,,,,,,,
ESCA,ctrp,enet_expr,False,9686,24,472,23,0.12748583202616806,0.09886352222813478,0.15610814182420135,0.114974563790707,0.8408638817594525,0.011749057135348573,,,,,,,
ESCA,both,mean,False,15479,25,663,24,-0.1150038226848141,-0.15679746966076435,-0.07321017570886384,-0.11550176137596105,0.8376189093855194,-0.008257394555198961,,,,,,,
ESCA,both,drugmean,False,15479,25,663,24,0.1826983987438627,0.1655469411872066,0.19984985630051882,0.20404803800335794,0.8256010123699422,0.02044066420839665,3.0,25.0,0.06666666666666667,0.14434360222971152,0.21160608076429044,0.6164743763989791,
ESCA,both,enet_resid,True,15479,25,663,24,0.008298851289500853,-0.01763759617526622,0.03423529875426792,-0.0015564520498602187,0.8266586098239983,-0.00258262081561762,,,,,,,
ESCA,both,enet_expr,False,15479,25,663,24,-0.08525370006882309,-0.14102465430984434,-0.029482745827801818,-0.0706658451229206,0.839875395615951,-0.01370316875724149,,,,,,,
ESCA,both,enet_resid_genetics,True,15479,25,663,24,-0.0870748136399848,-0.13591832643804636,-0.03823130084192324,-0.07742685854305405,0.8294263209406756,-0.009304302681934695,,,,,,,624.0
BLCA,ctrp,mean,False,8981,23,470,22,-0.14482147807544782,-0.17923439553530043,-0.1104085606155952,-0.14234123916322056,0.9791472506287583,-0.011481752217589092,,,,,,,
BLCA,ctrp,drugmean,False,8981,23,470,22,0.06161806894313895,0.05524827044962596,0.06798786743665194,0.06393749200942536,0.9968889537885601,-0.048471184163814754,3.0,23.0,0.0,0.06042831369012417,0.08973091795058816,0.45033573066083205,
BLCA,ctrp,enet_resid,True,8981,23,470,22,-0.035172838786904595,-0.08849830116010271,0.018152623586293513,-0.03428187250940044,0.9969096466060254,-5.5432325498738776e-05,,,,,,,
BLCA,ctrp,enet_expr,False,8981,23,470,22,-0.14882467892233464,-0.17911318977898757,-0.11853616806568171,-0.14524066794319945,0.9792830991936603,-0.011761836759115952,,,,,,,
BLCA,both,mean,False,13002,25,660,24,-0.1260104733491736,-0.16183355058948964,-0.09018739610885754,-0.11130021676150367,0.917803287836571,-0.0071919418175767635,,,,,,,
BLCA,both,drugmean,False,13002,25,660,24,0.11409676371518632,0.10777728956823544,0.12041623786213719,0.09159890543934532,0.9308176574303986,-0.035959231759979726,3.0,25.0,0.0,0.08251279596763124,0.12270061157589102,0.4604516980787314,
BLCA,both,enet_resid,True,13002,25,660,24,-0.040118645302673006,-0.06855631377632006,-0.011680976829025958,-0.04726742455845501,0.936854504648504,-0.013038825556299472,,,,,,,
BLCA,both,enet_expr,False,13002,25,660,24,-0.10480457888100528,-0.140180100728219,-0.06942905703379157,-0.06878674107639399,0.921117436282389,-0.014492966944389441,,,,,,,
BLCA,both,enet_resid_genetics,True,13002,25,660,24,-0.011492438767144102,-0.057587487741865714,0.03460261020757752,-0.010386410303348604,0.9344370969533197,-0.007826038114008038,,,,,,,624.0
LIHC,ctrp,mean,False,8100,21,439,20,-0.17683466301283804,-0.21026443250672291,-0.14340489351895316,-0.17968548303035528,1.0219795134013236,-0.018348937930435082,,,,,,,
LIHC,ctrp,drugmean,False,8100,21,439,20,0.03355448431088663,0.02414964076627426,0.042959327855499004,0.029836118952687795,1.0436057796661582,-0.06190513304356462,3.0,21.0,0.031746031746031744,0.04362125486541297,0.06523857146106138,0.5443978381899625,
LIHC,ctrp,enet_resid,True,8100,21,439,20,0.03309582198930173,-0.007468250655412352,0.07365989463401582,-0.0049108699054032255,1.0457731069868719,-0.004156360390041414,,,,,,,
LIHC,ctrp,enet_expr,False,8100,21,439,20,-0.1890023982134822,-0.2300276404700611,-0.14797715595690328,-0.18784589743245345,1.0237405547969227,-0.021872882899743918,,,,,,,
LIHC,both,mean,False,11576,24,631,23,-0.12805565949476866,-0.1643297548812381,-0.09178156410829921,-0.12684641654525117,0.9901007945716842,-0.009506737980141455,,,,,,,
LIHC,both,drugmean,False,11576,24,631,23,0.1278337750725634,0.11453611575851286,0.14113143438661396,0.12099611151478491,0.9999089965385709,-0.029614404377996274,3.0,24.0,0.0,0.09490359224345318,0.1385939923977857,0.49452885125944035,
LIHC,both,enet_resid,True,11576,24,631,23,-0.016792445218895988,-0.0811398345921779,0.04755494415438592,-0.03224969809639372,1.0004757160984856,-0.0011431306244360506,,,,,,,
LIHC,both,enet_expr,False,11576,24,631,23,-0.12770147489860423,-0.16400402003141018,-0.09139892976579828,-0.1245041456355194,0.9905827121995582,-0.010491001404980382,,,,,,,
LIHC,both,enet_resid_genetics,True,11576,24,631,23,-0.05086699866474324,-0.12045020113800115,0.01871620380851466,-0.032929254465619284,1.0108586183007708,-0.02223234111971193,,,,,,,623.0
ALL,gdsc,mean,False,5448,22,271,21,-0.1233830611447363,-0.16027376038766983,-0.08649236190180275,-0.12341021300882223,1.3526337005792837,-0.009850413242472244,,,,,,,
ALL,gdsc,drugmean,False,5448,22,271,21,0.5357892662567434,0.5299222874281851,0.5416562450853016,0.47035639215989516,1.193905309609131,0.21322337477471906,3.0,22.0,0.12121212121212123,0.4059201195971822,0.5616005976350898,0.5519708852136745,
ALL,gdsc,enet_resid,True,5448,22,271,21,-0.0634050215066897,-0.14246582111603953,0.01565577810266014,-0.04881083053195056,1.2009296362064124,-0.011801908029523833,,,,,,,
ALL,gdsc,enet_expr,False,5448,22,271,21,-0.13037104309318512,-0.15504898190230818,-0.10569310428406206,-0.10438493016118044,1.3602360481967373,-0.021317717811911673,,,,,,,
ALL,both,mean,False,5657,23,275,22,-0.10053920891879904,-0.13950541701942132,-0.06157300081817678,-0.09951670934648953,1.3592514468990555,-0.006934560241541199,,,,,,,
ALL,both,drugmean,False,5657,23,275,22,0.5408371651480123,0.5340107204768558,0.5476636098191687,0.47797356578969785,1.1952306186009687,0.22139963622562703,3.0,23.0,0.14492753623188406,0.40469210174028686,0.5617191093469174,0.5646870047078772,
ALL,both,enet_resid,True,5657,23,275,22,-0.009130444024204959,-0.07979958467165531,0.06153869662324539,-0.0014507174931536998,1.1965769259653005,-0.002291370286405381,,,,,,,
ALL,both,enet_expr,False,5657,23,275,22,-0.05334522537394004,-0.10737046941104911,0.0006800186631690311,-0.04108044171640477,1.3605628189997319,-0.008881237129309971,,,,,,,
ALL,both,enet_resid_genetics,True,5657,23,275,22,-0.03723348900583577,-0.1359863782252694,0.061519400213597863,-0.03707461547175526,1.2081076598580172,-0.021697157799319845,,,,,,,622.0
LAML,gdsc,mean,False,4793,21,285,20,-0.11489482103586068,-0.15718583146781884,-0.07260381060390254,-0.11315519030621046,1.556047509635954,-0.008277354136875336,,,,,,,
LAML,gdsc,drugmean,False,4793,21,285,20,0.42721487204074393,0.41841534964224003,0.43601439443924783,0.3395882784882927,1.4686971489115943,0.1017339609504693,3.0,21.0,0.07936507936507936,0.3219317946107878,0.4628029971826414,0.4242693827057956,
LAML,gdsc,enet_resid,True,4793,21,285,20,0.035528144895828215,-0.02897500495102405,0.10003129474268048,0.04582765640736203,1.4713758319379655,-0.003751235641109596,,,,,,,
LAML,gdsc,enet_expr,False,4793,21,285,20,-0.027173754150398542,-0.07888231356715196,0.024534805266354875,0.02479516564223479,1.5570686050660612,-0.009636888234343966,,,,,,,
LAML,both,mean,False,4867,21,285,20,-0.11304615472271769,-0.15426294022712803,-0.07182936921830735,-0.11155177746900136,1.5526255399257411,-0.008112531675113787,,,,,,,
LAML,both,drugmean,False,4867,21,285,20,0.42491822302214893,0.41582790433558486,0.434008541708713,0.3375439890787497,1.46685747693911,0.10017459012190537,3.0,21.0,0.07936507936507936,0.3210919139842748,0.4614105677190666,0.4172345257433369,
LAML,both,enet_resid,True,4867,21,285,20,0.021610875894297853,-0.09022702470658653,0.13344877649518222,0.047300981341225616,1.4677431386983006,-0.0012870312635252733,,,,,,,
LAML,both,enet_expr,False,4867,21,285,20,0.003113489729130045,-0.06592477889704791,0.072151758355308,0.04773898281518302,1.5475658353702435,-0.0015611895889152461,,,,,,,
LAML,both,enet_resid_genetics,True,4867,21,285,20,-0.06834844118390714,-0.16427171576521263,0.027574833397398357,-0.08269407981969398,1.4816739371923386,-0.020511101796263254,,,,,,,620.0
KIRC,ctrp,mean,False,7755,20,470,19,-0.08815488218710762,-0.13878575751301936,-0.03752400686119588,-0.09774471385179873,0.9289011102000648,-0.006618435999947936,,,,,,,
KIRC,ctrp,drugmean,False,7755,20,470,19,0.22342075870325284,0.21456564740887116,0.23227586999763453,0.1974460693339673,0.9234192827457622,0.00522218224780866,3.0,20.0,0.03333333333333333,0.170351444476264,0.24576168973858542,0.6495009267291183,
KIRC,ctrp,enet_resid,True,7755,20,470,19,0.083305132261416,0.04322575332615348,0.12338451119667854,0.0539190870677702,0.9231562509083633,0.0005592785040977155,,,,,,,
KIRC,ctrp,enet_expr,False,7755,20,470,19,0.015735793621080595,-0.030074678870862834,0.06154626611302402,0.02212614406536798,0.9295268271290003,-0.007995850006568994,,,,,,,
KIRC,both,mean,False,10957,21,660,20,-0.12130538009373085,-0.13884896989209372,-0.10376179029536797,-0.13314417703196021,0.9331164602116175,-0.010623003214793415,,,,,,,
KIRC,both,drugmean,False,10957,21,660,20,0.26212561079246594,0.2481866104946698,0.27606461109026204,0.2484869099784676,0.9139087723461131,0.030530998765939787,3.0,21.0,0.015873015873015872,0.20357197791888115,0.2971131243182048,0.5426440768978874,
KIRC,both,enet_resid,True,10957,21,660,20,0.04367088060353963,-0.020624577116050313,0.10796633832312957,0.03527403369666366,0.9146359417425174,-0.0016118934469431024,,,,,,,
KIRC,both,enet_expr,False,10957,21,660,20,0.018443036871996013,-0.028918995587811074,0.0658050693318031,0.017034175258767548,0.930757975163486,-0.005527010829574741,,,,,,,
KIRC,both,enet_resid_genetics,True,10957,21,660,20,0.04630988004644725,-0.002697511041246818,0.09531727113414132,0.03318771237952375,0.9138119428283584,0.00019622100548057908,,,,,,,620.0
SITE_LUNG,both,mean,False,10675,20,661,19,-0.1213387404092765,-0.1483413489992443,-0.09433613181930868,-0.12109399762811648,0.9741272545202879,-0.009329245602820757,,,,,,,
SITE_LUNG,both,drugmean,False,10675,20,661,19,0.017498398196830085,0.008157374267501223,0.026839422126158946,0.0011128315316032453,1.0083797784603503,-0.08156268126578596,3.0,20.0,0.0,0.02064218600672983,0.03007881495945062,0.47076727451171846,
SITE_LUNG,both,enet_resid,True,10675,20,661,19,-0.0850234886778123,-0.10576277671376552,-0.06428420064185908,-0.0921595895477855,1.0148865355328378,-0.013032502912481236,,,,,,,
SITE_LUNG,both,enet_expr,False,10675,20,661,19,-0.09764126615955024,-0.10857735919449722,-0.08670517312460325,-0.07655597320638667,0.976657511524374,-0.014589515067920944,,,,,,,
SITE_LUNG,both,enet_resid_genetics,True,10675,20,661,19,-0.06630613923524262,-0.11115628228531306,-0.021455996185172174,-0.053981833583856366,1.011259332919138,-0.005736123511643143,,,,,,,619.0
